,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SPANXB1,25.38764491,7.241588382,0.488638581,12.77342525,2.31E-37,2.51E-34
KRT6C,2401.321042,6.807752446,0.342918511,16.93624652,2.43E-64,1.45E-60
KRT6B,8398.769071,6.706397671,0.323351663,17.64765217,1.06E-69,1.27E-65
SPRR2A,1134.045416,6.01470083,0.309627464,16.19591739,5.39E-59,2.57E-55
CRNN,98.82844202,5.969942156,0.474146551,10.48186925,1.05E-25,3.85E-23
KLK5,1014.789336,5.684352746,0.420562941,11.13829177,8.17E-29,4.06E-26
SPRR2E,365.8293038,5.506541862,0.38394589,11.73744004,8.19E-32,6.11E-29
KLK7,428.9693238,5.120066326,0.373945692,11.01782001,3.14E-28,1.47E-25
BNC1,616.3101946,5.060168048,0.306797314,13.23404038,5.58E-40,7.40E-37
TENM2,826.142793,5.046093433,0.260937901,15.505963,3.16E-54,1.26E-50
TRIML2,35.90757081,4.916162406,0.335674027,11.66656365,1.89E-31,1.33E-28
NMRAL2P,229.8700869,4.86133571,0.266813969,14.47201478,1.82E-47,3.62E-44
SPRR2D,826.6563561,4.820670133,0.305352153,12.51234059,6.39E-36,6.11E-33
KRT75,206.4460536,4.812517195,0.374845767,10.17089569,2.67E-24,8.40E-22
MAGEB2,95.25901641,4.742430726,0.381745502,9.803470403,1.09E-22,3.02E-20
LINC01179,4.512037282,4.708906311,0.438802856,8.452329475,2.86E-17,4.37E-15
IL36G,161.9034814,4.677711533,0.259666399,14.16321689,1.55E-45,2.84E-42
KLK10,1292.685179,4.620189701,0.2831368,12.7860091,1.96E-37,2.23E-34
S100A7A,593.9821671,4.613869985,0.432596584,8.353903204,6.60E-17,9.56E-15
KLK6,1290.730614,4.596386609,0.345250283,10.41675209,2.08E-25,7.41E-23
PAEP,43.90327406,4.588280425,0.286722739,12.51480938,6.20E-36,6.11E-33
MRGPRX3,7.405387879,4.565540018,0.308565102,11.55522772,6.95E-31,4.61E-28
DSG3,5843.460743,4.557651326,0.309206161,11.50575822,1.23E-30,7.96E-28
TGM1,1335.867633,4.482528188,0.196009903,17.7671033,1.27E-70,3.03E-66
KLK9,1.808741142,4.439473932,0.48678998,7.065621881,1.60E-12,1.41E-10
C6orf15,36.8960468,4.401137217,0.360199741,9.442364424,3.64E-21,8.37E-19
SPINK6,29.71859519,4.39595649,0.313400924,10.83582157,2.33E-27,9.93E-25
KRT14,49011.20624,4.37203817,0.291250975,11.57777469,5.34E-31,3.64E-28
SOST,39.15006324,4.366650845,0.346132564,9.726478224,2.33E-22,6.10E-20
TMPRSS11F,17.58749393,4.331297185,0.366106949,9.099245973,9.10E-20,1.84E-17
ZFP42,17.14116513,4.324869251,0.350916795,9.474807992,2.67E-21,6.20E-19
LINC00520,34.22703157,4.322289841,0.240622466,13.80706421,2.31E-43,3.45E-40
KRTAP13-2,1.76247801,4.309413817,0.956390454,3.460316658,0.000539541,0.012769838
KLK8,265.4988144,4.301394767,0.377163711,8.753214233,2.07E-18,3.46E-16
KRT6A,57880.74337,4.299772657,0.295187879,11.17855067,5.19E-29,2.82E-26
PI3,12164.29399,4.283638793,0.307408761,10.68166951,1.24E-26,4.94E-24
S100A7,6537.035253,4.278633735,0.335896112,9.760856461,1.66E-22,4.40E-20
KRT1,1303.589203,4.234484374,0.314499292,10.28455215,8.27E-25,2.71E-22
C20orf141,9.353562721,4.167797773,0.338072564,9.370171121,7.24E-21,1.62E-18
LCE3D,22.53099105,4.118244015,0.471602691,6.612014893,3.79E-11,2.75E-09
MYOSLID,76.00517958,4.086684451,0.177005661,17.43833751,4.22E-68,3.36E-64
SLC47A2,89.71343973,4.078123836,0.218861508,14.06425402,6.30E-45,1.07E-41
SPANXC,2.684688989,4.075401306,0.568559795,5.409107946,6.33E-08,2.97E-06
INSL4,6.585615501,4.0731469,0.360065346,8.534969934,1.40E-17,2.22E-15
TCHHL1,13.18132791,4.050911162,0.407202216,7.492373667,6.76E-14,7.21E-12
SPRR2G,48.16751972,4.036399501,0.40974311,7.410495561,1.26E-13,1.30E-11
LGALS7,407.9990998,4.002071321,0.310343737,9.673374909,3.91E-22,9.94E-20
KLK13,135.0137442,4.001025383,0.311609209,9.630733922,5.93E-22,1.48E-19
HEPHL1,336.2478428,3.997525017,0.232307659,12.90325525,4.31E-38,5.15E-35
ROS1,83.97795803,3.993628345,0.290551291,10.30326981,6.81E-25,2.29E-22
CES1,4412.055651,3.992098378,0.264602683,11.30789131,1.20E-29,7.16E-27
HMGA2,916.957532,3.959555449,0.264441315,11.19172869,4.48E-29,2.49E-26
TMPRSS11D,276.9993248,3.860976887,0.35040683,8.164729226,3.22E-16,4.42E-14
TM4SF19,85.71368422,3.856952705,0.189260646,15.09533419,1.74E-51,4.61E-48
CDSN,12.10505706,3.8446255,0.32147041,8.848794204,8.85E-19,1.61E-16
PRSS56,8.94489856,3.840725796,0.478360241,5.93846552,2.88E-09,1.66E-07
KRT24,94.22940015,3.830453394,0.336721796,8.405910836,4.25E-17,6.42E-15
NEFL,118.7403492,3.823963625,0.319435623,8.840478098,9.53E-19,1.72E-16
CCDC190,163.5631048,3.821482528,0.320188257,8.811948808,1.23E-18,2.18E-16
SPRR1B,3734.303466,3.814644911,0.281565595,9.996409239,1.58E-23,4.66E-21
CDH18,29.11470209,3.803639279,0.382923581,7.321667876,2.45E-13,2.43E-11
SPRR2F,27.35460917,3.791422021,0.327364112,8.526964063,1.50E-17,2.36E-15
IFNK,5.805502872,3.766825249,0.450476161,6.142001479,8.15E-10,5.07E-08
FGFBP1,2710.738164,3.76432144,0.266961171,10.3547697,3.98E-25,1.38E-22
PICSAR,141.1136613,3.748065203,0.275192594,9.985970765,1.76E-23,5.11E-21
ZP4,1.371953209,3.729917382,0.616030894,4.431461809,9.36E-06,0.000306188
SH2D5,117.1420454,3.705313007,0.182217455,14.84661834,7.32E-50,1.75E-46
IL31RA,36.71756729,3.688102098,0.22356222,12.02395512,2.66E-33,2.19E-30
SERPINB7,291.8276789,3.655196645,0.292611734,9.074129088,1.15E-19,2.26E-17
KRT34,48.18006885,3.65280953,0.288805963,9.185438925,4.10E-20,8.66E-18
KRT5,112059.2742,3.646553286,0.256720361,10.30908992,6.41E-25,2.19E-22
RPE65,24.22256259,3.617011575,0.332447756,7.871948381,3.49E-15,4.39E-13
CDH16,18.86438323,3.611504433,0.291711263,8.952360661,3.48E-19,6.70E-17
NLRP10,9.423182626,3.609769957,0.266271794,9.801150623,1.11E-22,3.06E-20
GBP6,567.1615802,3.55455004,0.218301272,11.70194755,1.25E-31,9.01E-29
KLK12,23.11975329,3.552803485,0.356686819,7.15698856,8.25E-13,7.63E-11
SLC7A11,1718.022866,3.54080299,0.187013307,13.58621495,4.83E-42,6.79E-39
CPA4,611.4516684,3.540619674,0.22298829,11.39351163,4.50E-30,2.83E-27
SPRR4,22.48521884,3.53948977,0.346229702,7.334696463,2.22E-13,2.22E-11
KLK11,421.7780817,3.525496168,0.307381408,8.216164357,2.10E-16,2.92E-14
AGBL1-AS1,1.358201948,3.519590341,0.425085213,5.927259441,3.08E-09,1.76E-07
WFDC12,14.93619976,3.502543804,0.36352635,6.884078145,5.82E-12,4.84E-10
RHCG,2631.039439,3.501117473,0.243107532,10.28811182,7.97E-25,2.64E-22
LCE3E,9.642647474,3.470905117,0.431369144,5.728052531,1.02E-08,5.37E-07
VSNL1,490.1317946,3.450319299,0.201662786,12.15057746,5.70E-34,5.04E-31
RPSAP52,31.90826454,3.450301045,0.215791908,11.35492553,7.01E-30,4.29E-27
DEFB4A,1.71253292,3.438217613,0.496670219,4.909127863,9.15E-07,3.62E-05
TMPRSS11BNL,1.865708282,3.430861177,0.490371197,4.957185888,7.15E-07,2.87E-05
TMPRSS11A,82.58465911,3.425300432,0.274044767,8.85001548,8.75E-19,1.61E-16
SBSN,2265.418427,3.410549274,0.297258831,8.109260417,5.09E-16,6.91E-14
LINC00460,42.98110677,3.409251867,0.274548238,8.775331723,1.70E-18,2.89E-16
LINC01940,1.995927737,3.389544996,0.348102433,6.864488069,6.67E-12,5.44E-10
SPRR2B,7.101935809,3.389535993,0.438996885,5.443172997,5.23E-08,2.48E-06
LINC00536,3.030546659,3.383262152,0.350317964,6.803140006,1.02E-11,8.15E-10
OR10Y1P,2.694796559,3.381070197,0.428790312,5.55299439,2.81E-08,1.39E-06
KLK14,108.5392458,3.371753157,0.22803764,10.40070908,2.46E-25,8.64E-23
KRTAP19-1,1.794536068,3.365821934,0.607000167,3.897563896,9.72E-05,0.00263682
CLDN17,1.131413835,3.364305869,0.646871366,3.654986127,0.000257196,0.00645178
LINC00942,73.11821539,3.359241868,0.222782043,10.58991039,3.32E-26,1.30E-23
MRLN,8.137854214,3.33346422,0.297614591,7.840557186,4.49E-15,5.52E-13
LINC00911,1.127640758,3.330763933,0.47663768,4.89001191,1.01E-06,3.96E-05
XAGE2,13.14709046,3.300777742,0.476076643,4.832788534,1.35E-06,5.15E-05
CXCL5,518.9514269,3.286208761,0.257080124,8.892981413,5.95E-19,1.12E-16
PNLIPRP3,23.38970557,3.284070874,0.447618849,5.102713789,3.35E-07,1.42E-05
LINC02130,1.632460807,3.267875741,0.348787573,6.502168984,7.92E-11,5.63E-09
S100A8,28078.33316,3.257363362,0.254580105,8.867006178,7.51E-19,1.39E-16
DPPA2,10.81724363,3.239349955,0.558608906,4.008797442,6.10E-05,0.001720693
CES1P1,19.75082597,3.217340817,0.327748723,6.765368291,1.33E-11,1.04E-09
PPBP,22.08363372,3.215048681,0.24476437,9.049718638,1.43E-19,2.78E-17
LINC00452,4.719379615,3.209493772,0.303739819,7.274297399,3.48E-13,3.34E-11
HHIPL2,45.35495868,3.180325324,0.20666093,10.55025408,5.07E-26,1.92E-23
SAA2-SAA4,61.37516065,3.17987715,0.324156596,6.724765674,1.76E-11,1.34E-09
TMPRSS11B,4.470379141,3.167891488,0.547016887,3.963116204,7.40E-05,0.002068692
FGF5,31.174041,3.163178249,0.257668495,8.395198821,4.65E-17,6.99E-15
STEAP1B,89.4028967,3.135357889,0.210308131,10.15347282,3.20E-24,9.92E-22
SLC5A1,69.89834634,3.1274934,0.303861728,7.001518139,2.53E-12,2.18E-10
CARD18,15.21831113,3.12395997,0.383040666,5.544998633,2.94E-08,1.44E-06
KRTAP2-3,12.36488779,3.123903305,0.332474092,6.388176873,1.68E-10,1.14E-08
SERPINB2,1144.525141,3.092317757,0.276046669,7.57957979,3.47E-14,3.82E-12
IL36A,1.267449567,3.081310218,0.478802693,4.346905829,1.38E-05,0.000436149
MIR137HG,11.26110694,3.06640145,0.429648757,4.809513388,1.51E-06,5.73E-05
LINC02561,8.174132461,3.037552516,0.224748398,9.065926753,1.24E-19,2.42E-17
ABCA4,476.6676172,3.033311155,0.219969173,9.243618667,2.38E-20,5.22E-18
TNIP3,59.30144176,3.032593394,0.192127358,10.57940636,3.71E-26,1.43E-23
LRRC38,12.6438369,3.031816235,0.271792754,7.475608537,7.68E-14,8.01E-12
CGB8,11.60064104,3.024556516,0.310029034,6.53021587,6.57E-11,4.68E-09
LUCAT1,32.63841496,3.017420684,0.205085502,9.836973696,7.80E-23,2.19E-20
DSG1,289.4374864,3.017347532,0.285998031,7.053711264,1.74E-12,1.52E-10
ADH7,793.1272378,3.011734314,0.390258269,5.154879405,2.54E-07,1.10E-05
EPGN,125.5570246,3.010514389,0.250005704,8.041874069,8.85E-16,1.17E-13
KRTDAP,1436.504002,3.005641505,0.350176225,5.727520498,1.02E-08,5.37E-07
LINC01776,2.887665093,3.003364438,0.455410316,4.399031744,1.09E-05,0.000349959
SAA1,1525.781965,3.001290112,0.264073896,7.578523057,3.50E-14,3.83E-12
PLA2G4E,316.5512071,2.986282946,0.275813009,7.201556412,5.95E-13,5.60E-11
LINC01582,0.7220299,2.982706615,0.627546354,3.159458423,0.001580627,0.033433961
DAW1,8.767068644,2.97628365,0.30702351,6.436913093,1.22E-10,8.42E-09
AKR1B10,4455.903561,2.974972727,0.274235127,7.201749637,5.94E-13,5.60E-11
RTL1,7.301179181,2.950832035,0.399411495,4.884266122,1.04E-06,4.06E-05
OTOP3,5.639468236,2.94941173,0.373332959,5.221643801,1.77E-07,7.83E-06
PGLYRP3,157.009171,2.935363264,0.293655939,6.590581038,4.38E-11,3.15E-09
PTHLH,2012.648098,2.930280945,0.219430179,8.796788816,1.41E-18,2.45E-16
GAST,6.789848464,2.9250273,0.303168564,6.34969298,2.16E-10,1.44E-08
RAET1L,77.70220594,2.92412837,0.225449878,8.534617056,1.41E-17,2.22E-15
LINC02057,4.37812709,2.920575977,0.271456206,7.075085895,1.49E-12,1.34E-10
AKR1C7P,8.856811955,2.912987594,0.228383279,8.376215646,5.47E-17,8.06E-15
LINC02454,10.15142341,2.90473159,0.209477568,9.092771169,9.65E-20,1.94E-17
FLG,103.0767944,2.889399433,0.253456457,7.454532648,9.02E-14,9.36E-12
GAL,152.5159255,2.882169449,0.255873068,7.355871653,1.90E-13,1.92E-11
ALDH3A1,3057.050993,2.877973006,0.261592285,7.179007604,7.02E-13,6.58E-11
SLC18A3,6.225367377,2.874143991,0.492151766,3.808061095,0.000140061,0.003663515
LGALS9B,14.21768097,2.867878396,0.256181701,7.291224907,3.07E-13,2.99E-11
TNPO1P3,0.934906259,2.850187901,0.359271574,5.149831032,2.61E-07,1.12E-05
CLDN6,27.25952766,2.832078648,0.257032497,7.127809407,1.02E-12,9.38E-11
IL36B,7.618500823,2.827967628,0.310883074,5.879920079,4.10E-09,2.31E-07
AMTN,56.37248186,2.821280206,0.350287496,5.199386868,2.00E-07,8.78E-06
C1orf68,5.448474543,2.81484848,0.427727309,4.243003527,2.21E-05,0.000669238
DDX43P3,1.066126073,2.81303826,0.588292884,3.081863319,0.002057093,0.042349509
TFPI2,1310.460811,2.812613909,0.206773565,8.766178166,1.85E-18,3.11E-16
CARD17,23.64895998,2.808356077,0.248560978,7.275301595,3.46E-13,3.33E-11
CGB5,29.83326922,2.800629941,0.307687267,5.852143172,4.85E-09,2.66E-07
CD70,100.6560726,2.784098078,0.202438446,8.813039799,1.22E-18,2.18E-16
LINC02154,106.0495623,2.783201783,0.317086637,5.623705248,1.87E-08,9.48E-07
LAMC2,15635.00999,2.773573681,0.174266212,10.17738127,2.50E-24,7.97E-22
NKX1-2,34.30410208,2.771008887,0.312254088,5.671691592,1.41E-08,7.29E-07
C11orf87,16.21465815,2.768836734,0.318894086,5.546784369,2.91E-08,1.43E-06
LINC01910,7.568971503,2.760599137,0.258892877,6.800492751,1.04E-11,8.27E-10
ANKRD1,61.45271122,2.752484171,0.248430108,7.054234217,1.74E-12,1.52E-10
LCE3A,1.594686987,2.744489313,0.433820279,4.021225837,5.79E-05,0.001644014
LAMA3,6188.563989,2.744393398,0.191901655,9.090038309,9.90E-20,1.97E-17
SERPINB12,7.796463412,2.738225242,0.391030321,4.445244143,8.78E-06,0.000289981
FOXC2-AS1,2.34495975,2.734312218,0.362958614,4.778264382,1.77E-06,6.64E-05
KRT16,24010.77202,2.733117704,0.251831087,6.882064183,5.90E-12,4.87E-10
CT62,14.48842711,2.72747648,0.210856827,8.192651404,2.56E-16,3.53E-14
MT1L,147.7560914,2.724362059,0.17910764,9.627518166,6.12E-22,1.51E-19
FOXC2,92.00321012,2.714436908,0.196339798,8.731988741,2.50E-18,4.15E-16
SCEL,687.9217159,2.709304737,0.255735047,6.683889262,2.33E-11,1.74E-09
KRT16P3,12.23731299,2.707282252,0.267886609,6.373152646,1.85E-10,1.26E-08
TCHH,144.1151716,2.70500367,0.205297177,8.305051717,9.98E-17,1.43E-14
CLDN24,1.502705609,2.70171368,0.293202912,5.803877147,6.48E-09,3.47E-07
KRT16P4,9.814882399,2.697112211,0.322549503,5.261555803,1.43E-07,6.35E-06
DSC3,7479.024758,2.693348337,0.262571891,6.449084601,1.13E-10,7.86E-09
PPP4R4,62.47144464,2.679674107,0.244028032,6.883119494,5.86E-12,4.86E-10
VNN1,103.5714779,2.673852012,0.190455944,8.788657233,1.51E-18,2.62E-16
NRG1,455.1053029,2.662026015,0.217337721,7.647204596,2.05E-14,2.35E-12
ACTBL2,14.34146152,2.660485949,0.280370108,5.922478541,3.17E-09,1.81E-07
SERPINB13,1341.652431,2.653823893,0.317274735,5.212592464,1.86E-07,8.21E-06
HKDC1,154.1354784,2.65326559,0.226369871,7.303381769,2.81E-13,2.75E-11
MMP20,2.840734206,2.652918573,0.396150202,4.1724542,3.01E-05,0.000891724
BARX2,750.0961809,2.651321959,0.21870838,7.550336941,4.34E-14,4.71E-12
MUC16,1235.964362,2.64217284,0.301162378,5.452782155,4.96E-08,2.35E-06
CDA,502.6387196,2.640209257,0.169423346,9.681128954,3.63E-22,9.31E-20
TGFBI,15983.06731,2.639481824,0.148284607,11.05631834,2.04E-28,9.76E-26
LINC00601,2.95887,2.639229569,0.273865187,5.985534659,2.16E-09,1.27E-07
TREML3P,12.61126322,2.636777031,0.218038989,7.506808927,6.06E-14,6.55E-12
FTLP10,0.648823495,2.631526566,0.533519091,3.058047207,0.002227845,0.045317854
CASP14,5560.589528,2.630027554,0.315613752,5.164627787,2.41E-07,1.05E-05
SDR16C5,330.2007823,2.627609164,0.272414328,5.974756096,2.30E-09,1.34E-07
IL36RN,248.5940443,2.625487672,0.262433123,6.19391202,5.87E-10,3.71E-08
SLC6A15,90.3180741,2.625021393,0.37899706,4.287688648,1.81E-05,0.000557765
ZBED2,317.1753305,2.621763873,0.211699529,7.660687223,1.85E-14,2.13E-12
LINC01711,27.99568851,2.613650133,0.219846233,7.339903478,2.14E-13,2.14E-11
IL1F10,3.233086814,2.611831816,0.350896171,4.59347223,4.36E-06,0.000154458
B4GALNT2,27.66141728,2.589517019,0.317285399,5.009738945,5.45E-07,2.23E-05
SERPINB10,6.036394502,2.580087645,0.289024209,5.466973349,4.58E-08,2.19E-06
KRT31,66.95924541,2.564476735,0.306738236,5.100364249,3.39E-07,1.43E-05
KANK4,163.7303321,2.560953695,0.255047393,6.120249561,9.34E-10,5.77E-08
LINGO2,27.68554229,2.559152572,0.265315675,5.876594264,4.19E-09,2.34E-07
CSF2,55.38631063,2.55808803,0.21058806,7.398748215,1.37E-13,1.41E-11
ANPEP,1917.071431,2.555330418,0.181028906,8.591613647,8.58E-18,1.39E-15
CD109,2125.271012,2.553183666,0.142856479,10.87233618,1.56E-27,6.78E-25
MEFV,71.34063993,2.55240738,0.16184496,9.591941461,8.64E-22,2.11E-19
TMPRSS11GP,2.533974399,2.548980118,0.39561903,3.915332678,9.03E-05,0.002466783
FOLR3,10.66097281,2.544052425,0.246430259,6.265677077,3.71E-10,2.39E-08
PTPRZ1,555.0806971,2.543708891,0.316991082,4.869881132,1.12E-06,4.34E-05
RGS20,165.4584342,2.53142597,0.161126611,9.504488185,2.01E-21,4.75E-19
VNN3,28.39872672,2.521063736,0.229318354,6.632978613,3.29E-11,2.42E-09
LINC00707,54.20382421,2.518055105,0.272604584,5.568707187,2.57E-08,1.27E-06
NFE4,7.47349424,2.506868101,0.257534668,5.851127203,4.88E-09,2.66E-07
GSDMC,560.7468644,2.505878577,0.19389231,7.766571972,8.06E-15,9.53E-13
F3,3990.27365,2.49646251,0.162107309,9.231308048,2.67E-20,5.75E-18
SDR9C7,92.54616003,2.490628223,0.270088929,5.519027476,3.41E-08,1.65E-06
L1CAM,1006.400881,2.490468426,0.250286077,5.955059289,2.60E-09,1.51E-07
LINC01010,10.20389872,2.486791186,0.22083973,6.732444306,1.67E-11,1.29E-09
PCSK9,374.6735978,2.480765638,0.229781996,6.444219576,1.16E-10,8.07E-09
CTSV,969.3407018,2.480586434,0.176962716,8.366657514,5.93E-17,8.68E-15
SH3GL3,53.3739877,2.475388872,0.276276729,5.340257485,9.28E-08,4.28E-06
GBX2,8.47597831,2.474573134,0.218594017,6.745715891,1.52E-11,1.18E-09
EREG,1300.563962,2.472746402,0.269773933,5.459187198,4.78E-08,2.28E-06
APCDD1L,232.5034189,2.466561142,0.230855617,6.352720202,2.12E-10,1.42E-08
KRT16P5,9.310934169,2.461285454,0.371120307,3.937497964,8.23E-05,0.002267886
LINC00160,1.731796161,2.460281776,0.37257072,3.919475412,8.87E-05,0.002430328
KHDC1L,11.37488842,2.457480034,0.316145001,4.610163145,4.02E-06,0.000143412
BEST2,8.454978164,2.445502218,0.246528148,5.863436816,4.53E-09,2.50E-07
ROPN1,2.020703144,2.444595992,0.373588723,3.866808345,0.000110269,0.002952169
CXCL11,1162.05916,2.442366404,0.236318002,6.103497799,1.04E-09,6.34E-08
IL12RB2,113.9012029,2.431884123,0.181299019,7.897914366,2.84E-15,3.58E-13
LHX1-DT,29.01204278,2.429300477,0.338002479,4.228668622,2.35E-05,0.000708826
CACNG6,4.513612117,2.425966504,0.325945593,4.374860514,1.22E-05,0.000388979
KRT78,130.8979723,2.414940215,0.225497523,6.274748371,3.50E-10,2.27E-08
PPP2R2C,441.9030742,2.408852254,0.230743118,6.10571732,1.02E-09,6.28E-08
ODAPH,67.13683549,2.401665574,0.248588225,5.638503476,1.72E-08,8.77E-07
PKP1,9816.675589,2.401549856,0.195283296,7.177008412,7.13E-13,6.65E-11
TGM3,17.21826483,2.401384203,0.233453563,6.002839213,1.94E-09,1.15E-07
HS3ST3A1,78.0018322,2.392477569,0.221969972,6.273270008,3.54E-10,2.28E-08
MT2A,12602.4593,2.385526933,0.163106257,8.49462771,1.99E-17,3.10E-15
SERPINB4,1310.782883,2.377694658,0.329427449,4.182088239,2.89E-05,0.000861158
IL20RB,1138.503114,2.370498226,0.205026186,6.68450335,2.32E-11,1.73E-09
SLCO1B3,89.52906697,2.350081131,0.42303273,3.191434223,0.001415683,0.030430185
LINC01615,103.4123752,2.349931713,0.193685045,6.969726096,3.18E-12,2.70E-10
MELTF,1699.523488,2.3408548,0.159413122,8.411194649,4.06E-17,6.17E-15
DLX2,18.24458501,2.338765035,0.227154718,5.893626359,3.78E-09,2.13E-07
LINC01527,24.90858577,2.333979982,0.306245221,4.35592098,1.33E-05,0.000419687
KRT32,5.209656643,2.333898135,0.275313429,4.845016608,1.27E-06,4.88E-05
IGF2BP2,1372.455305,2.332219083,0.176204036,7.560661583,4.01E-14,4.37E-12
ACOD1,3.780174015,2.330737079,0.28487981,4.671222855,2.99E-06,0.000108974
SPP1,10214.60259,2.330675137,0.192914717,6.897737814,5.28E-12,4.43E-10
TNC,7783.89105,2.329613115,0.168919002,7.871305785,3.51E-15,4.39E-13
LINC01508,18.22371126,2.312069789,0.341770101,3.839042054,0.000123515,0.003270142
SAA2,357.528997,2.30983574,0.263645447,4.968171296,6.76E-07,2.72E-05
EVA1A,255.379984,2.308338261,0.16815769,7.780424818,7.23E-15,8.63E-13
SLC16A1,2883.479118,2.305965537,0.152852832,8.54394071,1.30E-17,2.08E-15
KRT16P6,533.5788544,2.305943957,0.311682622,4.189980018,2.79E-05,0.000832787
SLAMF9,30.15353804,2.302097023,0.189600277,6.867590288,6.53E-12,5.34E-10
IL1R2,303.3079992,2.301984311,0.166072645,7.839848121,4.51E-15,5.52E-13
COL17A1,7450.302808,2.301777964,0.219531601,5.929797621,3.03E-09,1.74E-07
MMP3,781.3273945,2.295978976,0.230302993,5.627278044,1.83E-08,9.32E-07
TUBAL3,24.47315311,2.290698395,0.208519224,6.189829276,6.02E-10,3.80E-08
PPP1R14C,708.1704722,2.288176468,0.202768787,6.352932753,2.11E-10,1.42E-08
DSC2,4349.579391,2.284794138,0.174701019,7.354245225,1.92E-13,1.93E-11
SH3PXD2A-AS1,192.9542283,2.279842466,0.189260969,6.762315949,1.36E-11,1.06E-09
BMPR1B,129.2802681,2.277487311,0.213735629,5.976950682,2.27E-09,1.33E-07
ADAM23,433.9024475,2.275556911,0.179690808,7.09862082,1.26E-12,1.14E-10
DSCAM,12.28556769,2.274805481,0.299794816,4.252259929,2.12E-05,0.000646265
IL22RA2,22.02638847,2.256311526,0.225961434,5.559849314,2.70E-08,1.34E-06
MAGEB17,14.57836353,2.255854769,0.268864649,4.670955336,3.00E-06,0.000108974
SLC13A5,33.70658916,2.254188492,0.211238236,5.937317567,2.90E-09,1.67E-07
OBP2A,5.579778487,2.249633349,0.237922171,5.252277859,1.50E-07,6.67E-06
LGALS9C,20.60806862,2.248869031,0.223455661,5.588889661,2.29E-08,1.15E-06
LIN28A,2.379271932,2.247572151,0.282142256,4.421784125,9.79E-06,0.000318921
MYO16-AS1,7.228284894,2.240342185,0.356256565,3.481598112,0.000498431,0.011914949
BBOX1,93.44215499,2.228682361,0.205305522,5.984653259,2.17E-09,1.27E-07
GPR1,100.7795574,2.22446744,0.203482108,6.017568101,1.77E-09,1.06E-07
HCG22,5.201514889,2.220259902,0.266915995,4.571700177,4.84E-06,0.000169154
SERPINB3,3126.445877,2.21907917,0.316542221,3.851237177,0.000117523,0.003114936
CNFN,748.2330962,2.217988129,0.188117786,6.47460379,9.51E-11,6.70E-09
AREG,2186.789459,2.216033828,0.206300833,5.894468816,3.76E-09,2.13E-07
SLC10A6,68.61191188,2.212877166,0.195112193,6.216306349,5.09E-10,3.24E-08
LINC01303,22.94257137,2.212759621,0.170654959,7.106500899,1.19E-12,1.08E-10
MDGA2,10.77308905,2.205288826,0.354219537,3.402660494,0.000667331,0.015419811
ZPLD1,14.21155865,2.200333163,0.226316049,5.303791606,1.13E-07,5.16E-06
GRAMD2A,263.1825206,2.186828365,0.18682471,6.352630578,2.12E-10,1.42E-08
LUARIS,9.737364019,2.183581058,0.210946102,5.610822134,2.01E-08,1.02E-06
LINC02178,18.68419835,2.182894273,0.265638362,4.453025022,8.47E-06,0.000280052
CLDN10,54.18132311,2.175756154,0.258730604,4.54432579,5.51E-06,0.000189916
CGB3,9.954616596,2.172480004,0.30867255,3.79845893,0.000145599,0.003795894
LINC00705,5.178714523,2.168938344,0.242128229,4.827765637,1.38E-06,5.28E-05
FOXD1,169.6184525,2.167825731,0.215661611,5.415083963,6.13E-08,2.88E-06
SFTA1P,11.2165897,2.159657166,0.219969095,5.271909521,1.35E-07,6.06E-06
MLIP-IT1,2.140298868,2.159599332,0.285144112,4.066713222,4.77E-05,0.001370237
HBE1,11.03740276,2.158420646,0.343029978,3.377024523,0.000732745,0.016713168
DLX1,36.17180763,2.157233501,0.219357843,5.275551069,1.32E-07,5.95E-06
TREM1,341.5248655,2.147780649,0.183313248,6.261307683,3.82E-10,2.45E-08
LINC01583,2.353941929,2.142524166,0.294517359,3.879310103,0.000104753,0.002826678
SRP72P1,0.744536509,2.137183586,0.327740868,3.469764364,0.000520915,0.012378084
SLC6A14,455.9022774,2.135853579,0.260693499,4.35704605,1.32E-05,0.00041809
DSC1,26.61472825,2.135169349,0.243474414,4.662376347,3.13E-06,0.000113101
SULT2B1,666.4127739,2.129554725,0.205157871,5.505783039,3.68E-08,1.78E-06
SPHK1,1744.147115,2.127868539,0.140160718,8.046966053,8.49E-16,1.13E-13
PGLYRP4,214.4448593,2.125510041,0.266411135,4.224710958,2.39E-05,0.000720488
LINC00656,3.054804648,2.110128693,0.236944308,4.685188267,2.80E-06,0.000102291
MMP9,2437.627422,2.104061177,0.196158368,5.628417424,1.82E-08,9.28E-07
CXCL10,2934.549099,2.101431616,0.216913848,5.077737667,3.82E-07,1.61E-05
CALML5,2311.618439,2.101153087,0.340275557,3.236062847,0.001211907,0.026503252
NT5E,1741.560664,2.095180615,0.157757312,6.942186059,3.86E-12,3.26E-10
SLC35F3,38.27377449,2.092989876,0.255790846,4.272982756,1.93E-05,0.000593564
SULF2,5689.546733,2.091054965,0.155492459,7.01677091,2.27E-12,1.97E-10
LURAP1L-AS1,2.46803406,2.090957259,0.277572829,3.930346007,8.48E-05,0.002328362
PPIAP26,2.047047628,2.08466932,0.245326387,4.421331649,9.81E-06,0.000319155
